,station,lat,lon,pandemic,average_bike_usage,sem_bike_usage
314,New Central Bank,53.3471,-6.23475,post-pandemic,65.53425334242365,0.061829991824602006
315,New Central Bank,53.347122,-6.234749,pandemic,64.96544308808268,0.044372595948429995
316,New Central Bank,53.347122,-6.234749,pre-pandemic,63.05632319186428,0.06946657489108886
317,Newman House,53.3371,-6.26059,pandemic,77.41706959416614,0.10852040567082935
318,Newman House,53.3371,-6.26059,post-pandemic,76.53654309264905,0.048600590887675515
319,Newman House,53.337132,-6.26059,pandemic,73.88078184259373,0.03935770122965606
320,Newman House,53.337132,-6.26059,pre-pandemic,68.85992875470518,0.08203176887181005
321,North Circular Road,53.3596,-6.26035,pandemic,45.1006216006216,0.18710553393430635
322,North Circular Road,53.3596,-6.26035,post-pandemic,52.449000215458476,0.07659738190514453
323,North Circular Road,53.359623,-6.260348,pandemic,45.5617620585588,0.13622576255859792
324,North Circular Road,53.359623,-6.260348,pre-pandemic,47.29353671039692,0.09893695489569689
325,North Circular Road (O'Connell's),53.3578,-6.25156,pandemic,50.76923076923077,0.18899682007412846
326,North Circular Road (O'Connell's),53.3578,-6.25156,post-pandemic,52.7528348043618,0.08023039903961363
327,North Circular Road (O'Connell's),53.357841,-6.251557,pandemic,48.93270314772731,0.06528853266862318
328,North Circular Road (O'Connell's),53.357841,-6.251557,pre-pandemic,52.314516775803135,0.09500349641617797
329,Oliver Bond Street,53.343891,-6.280531,pandemic,55.83377798646831,0.05335784637104579
330,Oliver Bond Street,53.343891,-6.280531,pre-pandemic,57.367964748695734,0.07698872489647479
331,Oliver Bond Street,53.3439,-6.28053,pandemic,48.72558922558923,0.15696845452763153
332,Oliver Bond Street,53.3439,-6.28053,post-pandemic,66.68670621187766,0.05452014549160099
333,Ormond Quay Upper,53.346058,-6.268001,pandemic,44.444277877162925,0.05947499982508122
334,Ormond Quay Upper,53.346058,-6.268001,pre-pandemic,59.327167441716036,0.09129794284044034
335,Ormond Quay Upper,53.3461,-6.268,pandemic,41.44133644133644,0.17089931998581642
336,Ormond Quay Upper,53.3461,-6.268,post-pandemic,41.298873389510334,0.07055646212430292
337,Parkgate Street,53.347973,-6.291804,pandemic,75.38506006194606,0.04647594393923661
338,Parkgate Street,53.347973,-6.291804,pre-pandemic,48.91786052279477,0.09703538305424196
339,Parkgate Street,53.348,-6.2918,pandemic,78.8717130822394,0.11200379698618226
340,Parkgate Street,53.348,-6.2918,post-pandemic,45.538850415116336,0.08040610750876072
341,Parnell Square North,53.353462,-6.265305,pandemic,79.3634629829898,0.046056808922697104
342,Parnell Square North,53.353462,-6.265305,pre-pandemic,85.68694002112758,0.046382613071752704
343,Parnell Square North,53.3535,-6.26531,pandemic,70.28244335287593,0.14920864031183956
344,Parnell Square North,53.3535,-6.26531,post-pandemic,80.37315311089628,0.052845973664991566
345,Parnell Street,53.3509,-6.26512,pandemic,42.695027195027194,0.17567711080546805
346,Parnell Street,53.3509,-6.26512,post-pandemic,45.51655693537962,0.07562347840024077
347,Parnell Street,53.350929,-6.265125,pandemic,52.46206403643986,0.06750633741666974
348,Parnell Street,53.350929,-6.265125,pre-pandemic,67.03985226895892,0.07586516243134106
349,Pearse Street,53.3443,-6.25043,pandemic,63.58404558404558,0.1614180932367513
350,Pearse Street,53.3443,-6.25043,post-pandemic,56.677763731664584,0.06485300355848878
351,Pearse Street,53.344303,-6.250427,pandemic,60.903196113344215,0.054117317865747326
352,Pearse Street,53.344303,-6.250427,pre-pandemic,58.269117726804396,0.07886321754496793
353,Phibsborough Road,53.3563,-6.27372,pandemic,58.56021756021756,0.11314625238749748
354,Phibsborough Road,53.3563,-6.27372,post-pandemic,68.33674158138896,0.044724473322374884
355,Phibsborough Road,53.356308,-6.273717,pandemic,71.48530774463435,0.040058862683222285
356,Phibsborough Road,53.356308,-6.273717,pre-pandemic,76.8308173605375,0.05382184966080586
357,Portobello Harbour,53.33036,-6.265163,pandemic,46.03284812963529,0.063174318076406
358,Portobello Harbour,53.33036,-6.265163,pre-pandemic,52.63366778729335,0.08568714251554234
359,Portobello Harbour,53.3304,-6.26516,pandemic,43.1985236985237,0.1703096616748036
360,Portobello Harbour,53.3304,-6.26516,post-pandemic,48.42251979643941,0.08421369896419165
361,Portobello Road,53.33009,-6.268044,pandemic,51.35691059945848,0.06045218988164627
362,Portobello Road,53.33009,-6.268044,pre-pandemic,52.239207755980516,0.08770304012477945
363,Portobello Road,53.3301,-6.26804,pandemic,41.07472157472157,0.18331341932143386
364,Portobello Road,53.3301,-6.26804,post-pandemic,54.14542112598982,0.08397169974228903
365,Princes Street / O'Connell Street,53.349,-6.26031,pandemic,47.051842512306955,0.190549767095221
366,Princes Street / O'Connell Street,53.349,-6.26031,post-pandemic,39.757113052033596,0.06960213785208753
367,Princes Street / O'Connell Street,53.349014,-6.260311,pandemic,46.97756905172549,0.07181925907083415
368,Princes Street / O'Connell Street,53.349014,-6.260311,pre-pandemic,47.26234551806852,0.09192451946294422
369,Rathdown Road,53.3589,-6.28034,pandemic,61.988830613830615,0.10670206558783085
370,Rathdown Road,53.3589,-6.28034,post-pandemic,66.82582470069386,0.047210833481933556
371,Rathdown Road,53.358929,-6.280337,pandemic,70.32040098806533,0.040249697597193684
372,Rathdown Road,53.358929,-6.280337,pre-pandemic,80.68124571764169,0.0513657622842628
373,Rothe Abbey,53.338776,-6.30395,pandemic,59.737247964089484,0.048599506677732524
374,Rothe Abbey,53.338776,-6.30395,pre-pandemic,60.13840733672623,0.087304179743565
375,Rothe Abbey,53.3388,-6.30395,pandemic,55.29237429237429,0.14154629023741797
376,Rothe Abbey,53.3388,-6.30395,post-pandemic,52.74912216332297,0.06189575416227498
377,Royal Hospital,53.343899,-6.29706,pandemic,63.30663128410838,0.04613991625548437
378,Royal Hospital,53.343899,-6.29706,pre-pandemic,62.03940971882361,0.08881325031723554
379,Royal Hospital,53.3439,-6.29706,pandemic,57.928613053613056,0.13766078527258382
380,Royal Hospital,53.3439,-6.29706,post-pandemic,57.87521236007116,0.05969337292888678
381,Sandwith Street,53.3452,-6.24716,pandemic,72.97824397824398,0.09702125459211118
382,Sandwith Street,53.3452,-6.24716,post-pandemic,63.57449905903753,0.05272001113320298
383,Sandwith Street,53.345203,-6.247163,pandemic,61.528015472352024,0.04284956965347528
384,Sandwith Street,53.345203,-6.247163,pre-pandemic,55.57676550916894,0.0752713660432073
385,Sir Patrick's Dun,53.3392,-6.24064,pandemic,57.70386557886558,0.13540302209278804
386,Sir Patrick's Dun,53.3392,-6.24064,post-pandemic,62.15277340822899,0.07369556153407966
387,Sir Patrick's Dun,53.339218,-6.240642,pandemic,58.95094945172506,0.04776274642195012
388,Sir Patrick's Dun,53.339218,-6.240642,pre-pandemic,65.43511154787318,0.08124048039015531
389,Smithfield,53.347691,-6.278214,pre-pandemic,63.4559974403542,0.10731923913944101
390,Smithfield,53.3477,-6.27821,post-pandemic,50.17369254262458,0.08318642617851323
391,Smithfield North,53.349564,-6.278198,pandemic,28.92469681067383,0.05520449071113389
392,Smithfield North,53.349564,-6.278198,pre-pandemic,44.13776587213864,0.09254172444992828
393,Smithfield North,53.3496,-6.2782,pandemic,28.017094017094017,0.15860110872708602
394,Smithfield North,53.3496,-6.2782,post-pandemic,35.415996934006785,0.07402810215644573
395,South Dock Road,53.3418,-6.23129,pandemic,36.81727531727532,0.16072120643911572
396,South Dock Road,53.3418,-6.23129,post-pandemic,40.131372470507934,0.06537213783301808
397,South Dock Road,53.341831,-6.231291,pandemic,42.61488759545042,0.056526700717183756
398,South Dock Road,53.341831,-6.231291,pre-pandemic,45.55173362983963,0.07454038737297353
399,St James Hospital (Luas),53.341358,-6.292951,pandemic,72.3260700389105,0.04799411660828689
400,St James Hospital (Luas),53.341358,-6.292951,pre-pandemic,64.78790914073919,0.06777622455093013
401,St James Hospital (Luas),53.3414,-6.29295,pandemic,65.74329836829837,0.1371835910933915
402,St James Hospital (Luas),53.3414,-6.29295,post-pandemic,67.34840207984166,0.05115723938114713
403,St. James Hospital (Central),53.339985,-6.295594,pandemic,77.27831538519467,0.06475214494066414
404,St. James Hospital (Central),53.339985,-6.295594,pre-pandemic,75.96205290149152,0.05862770289371303
405,St. Stephen's Green East,53.3378,-6.25603,pandemic,62.04972804972805,0.12887023344309234
406,St. Stephen's Green East,53.3378,-6.25603,post-pandemic,62.94837290714502,0.061683224863229275
407,St. Stephen's Green East,53.337826,-6.256035,pandemic,68.8606625425136,0.04579001899997904
408,St. Stephen's Green East,53.337826,-6.256035,pre-pandemic,60.095028336076936,0.08905981930296339
409,St. Stephen's Green South,53.337494,-6.26199,pandemic,68.61125242539944,0.049053775332322955
410,St. Stephen's Green South,53.337494,-6.26199,pre-pandemic,71.19286525137332,0.07830908798674995
411,St. Stephen's Green South,53.3375,-6.26199,pandemic,65.15613854323531,0.1495791982556482
412,St. Stephen's Green South,53.3375,-6.26199,post-pandemic,72.79302829751575,0.05943536457206411
413,Strand Street Great,53.34708,-6.264192,pre-pandemic,47.40979880657266,0.09742250963386283
414,Talbot Street,53.350975,-6.25294,pandemic,44.013846845015884,0.056547988087465355
415,Talbot Street,53.350975,-6.25294,pre-pandemic,55.50201247147102,0.07718838627253397
416,Talbot Street,53.351,-6.25294,pandemic,44.72465034965035,0.1537742785677546
417,Talbot Street,53.351,-6.25294,post-pandemic,44.411069036328584,0.05995915759577021
418,The Point,53.346867,-6.230852,pandemic,56.48500085450001,0.05253841639099549
419,The Point,53.346867,-6.230852,pre-pandemic,55.17323835595061,0.06853616995531069
420,The Point,53.3469,-6.23085,pandemic,45.96416083916084,0.1758329066939343
421,The Point,53.3469,-6.23085,post-pandemic,58.30434807737878,0.06519985042366931
422,Townsend Street,53.3459,-6.25461,pandemic,43.056332556332556,0.17792076388649347
423,Townsend Street,53.3459,-6.25461,post-pandemic,45.59469400129275,0.06739046610309922
424,Townsend Street,53.345921,-6.254614,pandemic,56.57800991027186,0.06061722233649542
425,Townsend Street,53.345921,-6.254614,pre-pandemic,55.49304521423601,0.08521231916154996
426,Upper Sherrard Street,53.3584,-6.26064,pandemic,57.18207718207719,0.17036744090726122
427,Upper Sherrard Street,53.3584,-6.26064,post-pandemic,62.215046628646824,0.07324203549869844
428,Upper Sherrard Street,53.358437,-6.260641,pandemic,47.79695727449634,0.06977835386003126
429,Upper Sherrard Street,53.358437,-6.260641,pre-pandemic,56.56465748020402,0.09789919910624503
430,Western Way,53.3549,-6.26942,pandemic,68.95327417501882,0.09473916422334008
431,Western Way,53.3549,-6.26942,post-pandemic,75.95504830655356,0.04127026397534301
432,Western Way,53.354931,-6.269425,pandemic,74.07272707824124,0.03380860957960189
433,Western Way,53.354931,-6.269425,pre-pandemic,77.9056389089937,0.05468473497415284
434,Wilton Terrace,53.332382,-6.252717,pandemic,63.70166709605393,0.05907716600898838
435,Wilton Terrace,53.332382,-6.252717,pre-pandemic,74.21324055407426,0.06635246737357503
436,Wilton Terrace,53.3324,-6.25272,pandemic,69.30827505827506,0.15623265314485288
437,Wilton Terrace,53.3324,-6.25272,post-pandemic,69.57745350958982,0.060879584558840155
438,Wilton Terrace (Park),53.333652,-6.248345,pandemic,75.11692519563152,0.04474590988824004
439,Wilton Terrace (Park),53.333652,-6.248345,pre-pandemic,73.70123140903168,0.08294113519945422
440,Wilton Terrace (Park),53.3337,-6.24834,pandemic,71.06089743589743,0.178336455643896
441,Wilton Terrace (Park),53.3337,-6.24834,post-pandemic,68.94569302314939,0.07824954692675658
442,Wolfe Tone Street,53.348873,-6.267459,pandemic,55.850899968383374,0.06536635987445222
443,Wolfe Tone Street,53.348873,-6.267459,pre-pandemic,68.51555680388773,0.08488799448175242
444,Wolfe Tone Street,53.3489,-6.26746,pandemic,46.390831390831394,0.16400400839002413
445,Wolfe Tone Street,53.3489,-6.26746,post-pandemic,50.68445379303244,0.07592549081976754
446,York Street East,53.338757,-6.262003,pandemic,64.79530016155778,0.056675281858296955
447,York Street East,53.338757,-6.262003,pre-pandemic,59.10517705364,0.08856713587619222
448,York Street East,53.3388,-6.262,pandemic,60.67137723387724,0.15820448842434673
449,York Street East,53.3388,-6.262,post-pandemic,59.45713758644556,0.06487596907333551
450,York Street West,53.3393,-6.2647,pandemic,64.89656177156178,0.15609708250771967
451,York Street West,53.3393,-6.2647,post-pandemic,64.28465401753793,0.06370668281846159
452,York Street West,53.339333,-6.264699,pandemic,73.46618803638447,0.05015977173332937
453,York Street West,53.339333,-6.264699,pre-pandemic,62.45151651270433,0.08438711192643567
