,date,hour,pandemic,average_bike_usage,sem_bike_usage
60,2018-08-04,1970-01-01 00:00:00,pre-pandemic,62.058196402873016,0.9488465007803568
61,2018-08-04,1970-01-01 01:00:00,pre-pandemic,61.727098225245115,0.9519536155999649
62,2018-08-04,1970-01-01 02:00:00,pre-pandemic,61.64108905093318,0.9513625690906717
63,2018-08-04,1970-01-01 03:00:00,pre-pandemic,61.60497178846351,0.9509913431747895
64,2018-08-04,1970-01-01 04:00:00,pre-pandemic,61.67690675698737,0.9428621251001733
65,2018-08-04,1970-01-01 05:00:00,pre-pandemic,61.94919409464899,0.9070257520892917
66,2018-08-04,1970-01-01 06:00:00,pre-pandemic,61.60522030395518,0.8645261640521172
67,2018-08-04,1970-01-01 07:00:00,pre-pandemic,61.80058219911207,0.8414476959313274
68,2018-08-04,1970-01-01 08:00:00,pre-pandemic,61.660120440236284,0.8441757329945764
69,2018-08-04,1970-01-01 09:00:00,pre-pandemic,61.61754784672814,0.8597667674376777
70,2018-08-04,1970-01-01 10:00:00,pre-pandemic,61.36700977550999,0.8926396615653884
71,2018-08-04,1970-01-01 11:00:00,pre-pandemic,62.17391925255071,0.9010015493696848
72,2018-08-04,1970-01-01 12:00:00,pre-pandemic,62.004537649204856,0.9099332491627593
73,2018-08-04,1970-01-01 13:00:00,pre-pandemic,61.80963024661876,0.9292508379792601
74,2018-08-04,1970-01-01 14:00:00,pre-pandemic,62.034216654699094,0.9561787477101615
75,2018-08-04,1970-01-01 15:00:00,pre-pandemic,61.95385234814339,0.9163518749582443
76,2018-08-04,1970-01-01 16:00:00,pre-pandemic,61.881695065745355,0.8992119885624911
77,2018-08-04,1970-01-01 17:00:00,pre-pandemic,62.14273744133929,0.8921203756919833
78,2018-08-04,1970-01-01 18:00:00,pre-pandemic,61.745871178531324,0.8559529734187172
79,2018-08-04,1970-01-01 19:00:00,pre-pandemic,60.75151954171953,0.8646060709848001
80,2018-08-04,1970-01-01 20:00:00,pre-pandemic,59.95506909201189,0.8869124785163484
81,2018-08-04,1970-01-01 21:00:00,pre-pandemic,59.862976416699375,0.8729154889559836
82,2018-08-04,1970-01-01 22:00:00,pre-pandemic,59.68879492621732,0.8508491794588974
83,2018-08-04,1970-01-01 23:00:00,pre-pandemic,60.1909746776848,0.8164416245791356
84,2018-08-05,1970-01-01 00:00:00,pre-pandemic,59.50563575445534,0.8106750151318226
85,2018-08-05,1970-01-01 01:00:00,pre-pandemic,59.34961949752166,0.8115239130350655
86,2018-08-05,1970-01-01 02:00:00,pre-pandemic,59.27953794808231,0.8131638423524814
87,2018-08-05,1970-01-01 03:00:00,pre-pandemic,59.26424742820463,0.8128475830152742
88,2018-08-05,1970-01-01 04:00:00,pre-pandemic,59.223834017557984,0.8102987627852172
89,2018-08-05,1970-01-01 05:00:00,pre-pandemic,59.241661274502334,0.8054528515717013
90,2018-08-05,1970-01-01 06:00:00,pre-pandemic,59.428537107234185,0.8127337428806336
91,2018-08-05,1970-01-01 07:00:00,pre-pandemic,59.57796175623346,0.8470548708900053
92,2018-08-05,1970-01-01 08:00:00,pre-pandemic,59.11582819452607,0.8871983945190564
93,2018-08-05,1970-01-01 09:00:00,pre-pandemic,59.52472932062958,0.9423376855899401
94,2018-08-05,1970-01-01 10:00:00,pre-pandemic,59.88898270106805,0.9495307905631455
95,2018-08-05,1970-01-01 11:00:00,pre-pandemic,60.61777608474412,0.9900293471517578
96,2018-08-05,1970-01-01 12:00:00,pre-pandemic,61.447600413426855,1.011732386675104
97,2018-08-05,1970-01-01 13:00:00,pre-pandemic,61.410902456454124,1.0303925366884947
98,2018-08-05,1970-01-01 14:00:00,pre-pandemic,62.759960585914854,0.9908718332987343
99,2018-08-05,1970-01-01 15:00:00,pre-pandemic,62.88942533279677,0.9884324364059143
100,2018-08-05,1970-01-01 16:00:00,pre-pandemic,62.59379150024198,0.9472214406874379
101,2018-08-05,1970-01-01 17:00:00,pre-pandemic,62.396603090811084,0.9206570760930953
102,2018-08-05,1970-01-01 18:00:00,pre-pandemic,61.62780187616335,0.9096829764038151
103,2018-08-05,1970-01-01 19:00:00,pre-pandemic,60.81197933377684,0.8934887167918687
104,2018-08-05,1970-01-01 20:00:00,pre-pandemic,60.925944744586666,0.8597318447554413
105,2018-08-05,1970-01-01 21:00:00,pre-pandemic,60.08810388219163,0.8755700896917082
106,2018-08-05,1970-01-01 22:00:00,pre-pandemic,60.215229852423505,0.8487230958119996
107,2018-08-05,1970-01-01 23:00:00,pre-pandemic,60.32497464595976,0.8303497405329441
108,2018-08-06,1970-01-01 00:00:00,pre-pandemic,59.75029839945113,0.8325046643383713
109,2018-08-06,1970-01-01 01:00:00,pre-pandemic,59.70247043028747,0.8320585714210003
110,2018-08-06,1970-01-01 02:00:00,pre-pandemic,59.62424064328174,0.8302861567543679
111,2018-08-06,1970-01-01 03:00:00,pre-pandemic,59.60162341596267,0.8312563184868792
112,2018-08-06,1970-01-01 04:00:00,pre-pandemic,59.70957225203625,0.8210167034604644
113,2018-08-06,1970-01-01 05:00:00,pre-pandemic,59.81591124171519,0.8078727840030338
114,2018-08-06,1970-01-01 06:00:00,pre-pandemic,60.016777709784705,0.8543047861971659
115,2018-08-06,1970-01-01 07:00:00,pre-pandemic,60.40169361796432,0.9101066526840246
116,2018-08-06,1970-01-01 08:00:00,pre-pandemic,60.65295215210664,0.9643246643393136
117,2018-08-06,1970-01-01 09:00:00,pre-pandemic,61.188101419159985,0.9784446677326409
118,2018-08-06,1970-01-01 10:00:00,pre-pandemic,61.86429755669599,0.9882092903740098
119,2018-08-06,1970-01-01 11:00:00,pre-pandemic,62.108387941191594,1.03241974894079
120,2018-08-06,1970-01-01 12:00:00,pre-pandemic,61.53521985495308,1.069315352110067
121,2018-08-06,1970-01-01 13:00:00,pre-pandemic,61.742704167624474,1.085575370004262
122,2018-08-06,1970-01-01 14:00:00,pre-pandemic,62.24829799135037,1.0429220960762153
123,2018-08-06,1970-01-01 15:00:00,pre-pandemic,61.91599405273188,1.0128200573468606
124,2018-08-06,1970-01-01 16:00:00,pre-pandemic,61.86975274820447,0.981121198544557
125,2018-08-06,1970-01-01 17:00:00,pre-pandemic,61.65894977968087,0.9386869444908026
126,2018-08-06,1970-01-01 18:00:00,pre-pandemic,62.04967743328944,0.9069522393392936
127,2018-08-06,1970-01-01 19:00:00,pre-pandemic,61.87743437999563,0.8654116726239427
128,2018-08-06,1970-01-01 20:00:00,pre-pandemic,60.72922583730965,0.8378756857924943
129,2018-08-06,1970-01-01 21:00:00,pre-pandemic,60.89843963098484,0.8340760928855434
130,2018-08-06,1970-01-01 22:00:00,pre-pandemic,61.314178462042946,0.8268115267395831
131,2018-08-06,1970-01-01 23:00:00,pre-pandemic,61.291911605220484,0.8202832197010639
132,2018-08-07,1970-01-01 00:00:00,pre-pandemic,61.039623468175485,0.8199657216564937
133,2018-08-07,1970-01-01 01:00:00,pre-pandemic,60.96854902783498,0.8204132632214032
134,2018-08-07,1970-01-01 02:00:00,pre-pandemic,60.93657794081802,0.8206203774647585
135,2018-08-07,1970-01-01 03:00:00,pre-pandemic,60.93657794081802,0.8206203774647585
136,2018-08-07,1970-01-01 04:00:00,pre-pandemic,61.00792800655105,0.800613981275221
137,2018-08-07,1970-01-01 05:00:00,pre-pandemic,61.99489326996334,0.781092630513709
138,2018-08-07,1970-01-01 06:00:00,pre-pandemic,64.22229010122467,0.8334527411235414
139,2018-08-07,1970-01-01 07:00:00,pre-pandemic,70.01101356037951,0.9882664128746701
140,2018-08-07,1970-01-01 08:00:00,pre-pandemic,68.91012471789529,1.0860671912193332
141,2018-08-07,1970-01-01 09:00:00,pre-pandemic,65.38889028730391,1.0717358562509893
142,2018-08-07,1970-01-01 10:00:00,pre-pandemic,64.80521619728364,1.0458934926990249
143,2018-08-07,1970-01-01 11:00:00,pre-pandemic,66.67458810166917,0.9736535316813729
144,2018-08-07,1970-01-01 12:00:00,pre-pandemic,67.66169068322361,0.9190229503215525
145,2018-08-07,1970-01-01 13:00:00,pre-pandemic,65.77454394329024,0.9167614719593031
146,2018-08-07,1970-01-01 14:00:00,pre-pandemic,65.01920105954557,0.8942182449120785
147,2018-08-07,1970-01-01 15:00:00,pre-pandemic,66.30935100882338,0.8365501832752451
148,2018-08-07,1970-01-01 16:00:00,pre-pandemic,70.63975635959373,0.8370166892619307
149,2018-08-07,1970-01-01 17:00:00,pre-pandemic,68.53387800579621,0.9030249638605488
150,2018-08-07,1970-01-01 18:00:00,pre-pandemic,66.29090726093206,0.9484493749433343
151,2018-08-07,1970-01-01 19:00:00,pre-pandemic,65.47208560582187,0.9845920662733938
152,2018-08-07,1970-01-01 20:00:00,pre-pandemic,64.58236508092635,0.9914608263554141
153,2018-08-07,1970-01-01 21:00:00,pre-pandemic,63.46363195942412,0.9942461241794833
154,2018-08-07,1970-01-01 22:00:00,pre-pandemic,63.70727953831461,1.019925494795557
155,2018-08-07,1970-01-01 23:00:00,pre-pandemic,63.433726018884066,1.0581373001280427
156,2018-08-08,1970-01-01 00:00:00,pre-pandemic,63.09307765768459,1.066166471935031
157,2018-08-08,1970-01-01 01:00:00,pre-pandemic,62.983243452775646,1.0670487157033444
158,2018-08-08,1970-01-01 02:00:00,pre-pandemic,62.92449348473076,1.0665988776354913
159,2018-08-08,1970-01-01 03:00:00,pre-pandemic,62.93063286013619,1.0666156655680399
160,2018-08-08,1970-01-01 04:00:00,pre-pandemic,62.898625031236456,1.0462855310489925
161,2018-08-08,1970-01-01 05:00:00,pre-pandemic,64.2227586783002,0.9604959066443894
162,2018-08-08,1970-01-01 06:00:00,pre-pandemic,66.61752611525075,0.8052379056294573
163,2018-08-08,1970-01-01 07:00:00,pre-pandemic,71.78774626346653,0.7809413381533065
164,2018-08-08,1970-01-01 08:00:00,pre-pandemic,66.79700863952543,1.042054946120706
165,2018-08-08,1970-01-01 09:00:00,pre-pandemic,64.4535113243426,1.058786441084363
166,2018-08-08,1970-01-01 10:00:00,pre-pandemic,64.08888418082599,1.0212611772783429
167,2018-08-08,1970-01-01 11:00:00,pre-pandemic,66.08021757290395,0.976205314667615
168,2018-08-08,1970-01-01 12:00:00,pre-pandemic,67.12112666935542,0.9224403038057897
169,2018-08-08,1970-01-01 13:00:00,pre-pandemic,64.50119700758877,0.9042027856948224
170,2018-08-08,1970-01-01 14:00:00,pre-pandemic,64.23268481594884,0.8890734379901916
171,2018-08-08,1970-01-01 15:00:00,pre-pandemic,65.6062166266355,0.8557546832704527
172,2018-08-08,1970-01-01 16:00:00,pre-pandemic,69.99361398529858,0.8293673837983111
173,2018-08-08,1970-01-01 17:00:00,pre-pandemic,67.90810764344513,0.8492683045610975
174,2018-08-08,1970-01-01 18:00:00,pre-pandemic,65.42316144900434,0.8996848405249067
175,2018-08-08,1970-01-01 19:00:00,pre-pandemic,64.39839825303734,0.9814100068975995
176,2018-08-08,1970-01-01 20:00:00,pre-pandemic,63.20204279354281,0.9953262870765873
177,2018-08-08,1970-01-01 21:00:00,pre-pandemic,63.02048600966306,0.9851277778393939
178,2018-08-08,1970-01-01 22:00:00,pre-pandemic,62.559493189508515,1.039611370594637
179,2018-08-08,1970-01-01 23:00:00,pre-pandemic,62.123621018179435,1.0735888915902052
180,2018-08-09,1970-01-01 00:00:00,pre-pandemic,61.847626158967856,1.081534922014858
181,2018-08-09,1970-01-01 01:00:00,pre-pandemic,61.76179395826562,1.0835664697073688
182,2018-08-09,1970-01-01 02:00:00,pre-pandemic,61.716170161686165,1.084677415031107
183,2018-08-09,1970-01-01 03:00:00,pre-pandemic,61.70852490174733,1.0844776591772078
184,2018-08-09,1970-01-01 04:00:00,pre-pandemic,62.074373218732475,1.0684841954125361
185,2018-08-09,1970-01-01 05:00:00,pre-pandemic,63.40061343581887,0.9709593920732489
186,2018-08-09,1970-01-01 06:00:00,pre-pandemic,66.66314377068079,0.783887752880147
187,2018-08-09,1970-01-01 07:00:00,pre-pandemic,72.0890312796403,0.7268930273960064
188,2018-08-09,1970-01-01 08:00:00,pre-pandemic,67.13300270724774,1.0115986917860225
189,2018-08-09,1970-01-01 09:00:00,pre-pandemic,64.82453387256535,1.0654402162042462
190,2018-08-09,1970-01-01 10:00:00,pre-pandemic,63.99199361649279,1.0738805570620322
191,2018-08-09,1970-01-01 11:00:00,pre-pandemic,65.33790421843425,1.031175133163634
192,2018-08-09,1970-01-01 12:00:00,pre-pandemic,66.03707473130129,0.9303700361922098
193,2018-08-09,1970-01-01 13:00:00,pre-pandemic,64.1303156849447,0.9297186939836997
194,2018-08-09,1970-01-01 14:00:00,pre-pandemic,63.30530143263787,0.9169440524542053
195,2018-08-09,1970-01-01 15:00:00,pre-pandemic,64.82906944678622,0.8592694435551981
196,2018-08-09,1970-01-01 16:00:00,pre-pandemic,69.17712150205132,0.8983709465405185
197,2018-08-09,1970-01-01 17:00:00,pre-pandemic,67.65402205319228,0.9120521294521063
198,2018-08-09,1970-01-01 18:00:00,pre-pandemic,65.16544711678424,0.918667378975874
199,2018-08-09,1970-01-01 19:00:00,pre-pandemic,63.77080668116376,0.958448832847289
200,2018-08-09,1970-01-01 20:00:00,pre-pandemic,63.553795141152655,0.9669364108969137
201,2018-08-09,1970-01-01 21:00:00,pre-pandemic,63.17594503693605,0.9593445860414647
202,2018-08-09,1970-01-01 22:00:00,pre-pandemic,62.829900792357925,0.9994652582913689
203,2018-08-09,1970-01-01 23:00:00,pre-pandemic,62.76421106718421,1.0608738793164512
204,2018-08-10,1970-01-01 00:00:00,pre-pandemic,62.584735336419584,1.0717693101452588
205,2018-08-10,1970-01-01 01:00:00,pre-pandemic,62.58218691643997,1.0724890672898273
206,2018-08-10,1970-01-01 02:00:00,pre-pandemic,62.56013439582094,1.0719251665668004
207,2018-08-10,1970-01-01 03:00:00,pre-pandemic,62.56921314199831,1.0721601604688005
208,2018-08-10,1970-01-01 04:00:00,pre-pandemic,62.936825311692225,1.0615420582402295
209,2018-08-10,1970-01-01 05:00:00,pre-pandemic,63.801545643754814,0.989532567317573
210,2018-08-10,1970-01-01 06:00:00,pre-pandemic,65.9819739512714,0.8007485435569736
211,2018-08-10,1970-01-01 07:00:00,pre-pandemic,71.10082246183056,0.730743753200331
212,2018-08-10,1970-01-01 08:00:00,pre-pandemic,67.23894849996051,0.9714044679350214
213,2018-08-10,1970-01-01 09:00:00,pre-pandemic,64.20729470699207,1.0468923643874564
214,2018-08-10,1970-01-01 10:00:00,pre-pandemic,64.27769594814266,1.0674563824346797
215,2018-08-10,1970-01-01 11:00:00,pre-pandemic,66.70112380564507,0.995638088622059
216,2018-08-10,1970-01-01 12:00:00,pre-pandemic,67.22263837520941,0.9140499984067906
217,2018-08-10,1970-01-01 13:00:00,pre-pandemic,64.70051419609547,0.8645651270925697
218,2018-08-10,1970-01-01 14:00:00,pre-pandemic,64.60715067503881,0.853157757987886
219,2018-08-10,1970-01-01 15:00:00,pre-pandemic,66.9997933990442,0.8079683555841961
220,2018-08-10,1970-01-01 16:00:00,pre-pandemic,69.15935479388253,0.8379093865744921
221,2018-08-10,1970-01-01 17:00:00,pre-pandemic,66.16101647688379,0.8684302962770764
222,2018-08-10,1970-01-01 18:00:00,pre-pandemic,63.50956894686913,0.8692548441046771
223,2018-08-10,1970-01-01 19:00:00,pre-pandemic,62.028856773986995,0.9033554054923179
224,2018-08-10,1970-01-01 20:00:00,pre-pandemic,62.24997323598255,0.8955578916892635
225,2018-08-10,1970-01-01 21:00:00,pre-pandemic,61.80658469485736,0.8460059538244254
226,2018-08-10,1970-01-01 22:00:00,pre-pandemic,61.29503656956409,0.8611078600279455
227,2018-08-10,1970-01-01 23:00:00,pre-pandemic,61.62799503731001,0.8817594841268589
228,2018-08-11,1970-01-01 00:00:00,pre-pandemic,60.92355314111795,0.8945491390400024
229,2018-08-11,1970-01-01 01:00:00,pre-pandemic,60.77027560825325,0.8959645994396425
230,2018-08-11,1970-01-01 02:00:00,pre-pandemic,60.742880093472415,0.897645763683883
231,2018-08-11,1970-01-01 03:00:00,pre-pandemic,60.737783253513186,0.8976489799055686
232,2018-08-11,1970-01-01 04:00:00,pre-pandemic,60.9014316139074,0.8959154857973423
233,2018-08-11,1970-01-01 05:00:00,pre-pandemic,60.94572790290632,0.882685323969512
234,2018-08-11,1970-01-01 06:00:00,pre-pandemic,60.84942092517614,0.8473279731280831
235,2018-08-11,1970-01-01 07:00:00,pre-pandemic,61.18755574787545,0.8282491697069992
236,2018-08-11,1970-01-01 08:00:00,pre-pandemic,61.44835361933245,0.8474670749093529
237,2018-08-11,1970-01-01 09:00:00,pre-pandemic,61.4454437717054,0.891967707340722
238,2018-08-11,1970-01-01 10:00:00,pre-pandemic,61.70363354524599,0.9457189017587871
239,2018-08-11,1970-01-01 11:00:00,pre-pandemic,62.103953929128075,0.9665635427592026
240,2018-08-11,1970-01-01 12:00:00,pre-pandemic,62.705930752248435,0.9633667074971671
241,2018-08-11,1970-01-01 13:00:00,pre-pandemic,62.669084312387874,0.9749309343956021
242,2018-08-11,1970-01-01 14:00:00,pre-pandemic,61.96191414574429,0.9932634347091182
243,2018-08-11,1970-01-01 15:00:00,pre-pandemic,61.91390926752959,0.9800239698541627
244,2018-08-11,1970-01-01 16:00:00,pre-pandemic,61.1658622657762,0.9275771472143414
245,2018-08-11,1970-01-01 17:00:00,pre-pandemic,60.892395253922494,0.8961098075980818
246,2018-08-11,1970-01-01 18:00:00,pre-pandemic,60.22958718317754,0.8899988162407036
247,2018-08-11,1970-01-01 19:00:00,pre-pandemic,60.41433061375456,0.8849634437500323
248,2018-08-11,1970-01-01 20:00:00,pre-pandemic,60.19597677108552,0.8967550955492173
249,2018-08-11,1970-01-01 21:00:00,pre-pandemic,60.156262491254324,0.8922957013877633
250,2018-08-11,1970-01-01 22:00:00,pre-pandemic,60.33774786624828,0.890521737695838
251,2018-08-11,1970-01-01 23:00:00,pre-pandemic,60.62104966468003,0.8743219824035439
252,2018-08-12,1970-01-01 00:00:00,pre-pandemic,59.93293085683775,0.8671422197827734
253,2018-08-12,1970-01-01 01:00:00,pre-pandemic,59.75403053315531,0.8704779736198806
254,2018-08-12,1970-01-01 02:00:00,pre-pandemic,59.6388220922588,0.8723513563051645
255,2018-08-12,1970-01-01 03:00:00,pre-pandemic,59.61843473242189,0.8724490166616145
256,2018-08-12,1970-01-01 04:00:00,pre-pandemic,59.71376902059517,0.8651371721539886
257,2018-08-12,1970-01-01 05:00:00,pre-pandemic,59.751987533205195,0.8545645455436887
258,2018-08-12,1970-01-01 06:00:00,pre-pandemic,60.03736169572111,0.8732363595072963
259,2018-08-12,1970-01-01 07:00:00,pre-pandemic,59.992391687664465,0.9109513930278172
260,2018-08-12,1970-01-01 08:00:00,pre-pandemic,60.20995316783387,0.950535514538735
261,2018-08-12,1970-01-01 09:00:00,pre-pandemic,61.022038274830386,0.9811397099629185
262,2018-08-12,1970-01-01 10:00:00,pre-pandemic,61.961924264380215,0.9962557920479223
263,2018-08-12,1970-01-01 11:00:00,pre-pandemic,61.98045943136884,1.005552321021317
264,2018-08-12,1970-01-01 12:00:00,pre-pandemic,61.40127230182021,1.0254895249656513
265,2018-08-12,1970-01-01 13:00:00,pre-pandemic,60.75481495043105,1.0188362030196039
266,2018-08-12,1970-01-01 14:00:00,pre-pandemic,61.48479930606867,1.0223337612049987
267,2018-08-12,1970-01-01 15:00:00,pre-pandemic,61.990718628964494,0.9832865781243539
268,2018-08-12,1970-01-01 16:00:00,pre-pandemic,62.39566022595375,0.959021865761091
269,2018-08-12,1970-01-01 17:00:00,pre-pandemic,62.652783828242356,0.9204608423848452
270,2018-08-12,1970-01-01 18:00:00,pre-pandemic,62.770606168964726,0.9168430844834446
271,2018-08-12,1970-01-01 19:00:00,pre-pandemic,62.07052778788841,0.8731825545975156
272,2018-08-12,1970-01-01 20:00:00,pre-pandemic,62.00094358122214,0.8370695786333596
273,2018-08-12,1970-01-01 21:00:00,pre-pandemic,62.01665882775361,0.8227472306739985
274,2018-08-12,1970-01-01 22:00:00,pre-pandemic,61.67228772412326,0.8291718092492893
275,2018-08-12,1970-01-01 23:00:00,pre-pandemic,61.67448373857291,0.8368066410551095
276,2018-08-13,1970-01-01 00:00:00,pre-pandemic,61.35645913969166,0.8434096101405038
277,2018-08-13,1970-01-01 01:00:00,pre-pandemic,61.169381945733726,0.8412479085403491
278,2018-08-13,1970-01-01 02:00:00,pre-pandemic,61.451892503473644,0.8298260494003159
279,2018-08-13,1970-01-01 03:00:00,pre-pandemic,61.25884969001799,0.8408871303108103
280,2018-08-13,1970-01-01 04:00:00,pre-pandemic,61.356292808218264,0.8253856255599578
281,2018-08-13,1970-01-01 05:00:00,pre-pandemic,62.58624218645454,0.7685071067192657
282,2018-08-13,1970-01-01 06:00:00,pre-pandemic,65.19490452057867,0.776757659864569
283,2018-08-13,1970-01-01 07:00:00,pre-pandemic,71.00932621096096,0.8903909697224606
284,2018-08-13,1970-01-01 08:00:00,pre-pandemic,68.44760520608695,1.102907743090979
285,2018-08-13,1970-01-01 09:00:00,pre-pandemic,65.51942859500423,1.1063693808802124
286,2018-08-13,1970-01-01 10:00:00,pre-pandemic,65.47805029634522,1.0470181349569647
287,2018-08-13,1970-01-01 11:00:00,pre-pandemic,66.78245331025948,1.0032837891173543
288,2018-08-13,1970-01-01 12:00:00,pre-pandemic,67.49310785423133,0.9304638349895497
289,2018-08-13,1970-01-01 13:00:00,pre-pandemic,65.66265853750149,0.9007852053674027
290,2018-08-13,1970-01-01 14:00:00,pre-pandemic,64.4307422680993,0.8798884362300019
291,2018-08-13,1970-01-01 15:00:00,pre-pandemic,66.58585604397824,0.8210131349396638
292,2018-08-13,1970-01-01 16:00:00,pre-pandemic,70.96721948986105,0.8072464619238886
293,2018-08-13,1970-01-01 17:00:00,pre-pandemic,68.10243481956569,0.8746960114215684
294,2018-08-13,1970-01-01 18:00:00,pre-pandemic,65.90795717127956,0.9791809469763691
295,2018-08-13,1970-01-01 19:00:00,pre-pandemic,65.03103727445554,1.0107637308378834
296,2018-08-13,1970-01-01 20:00:00,pre-pandemic,63.838312226393164,1.0394533708620743
